index,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3
1968,Chance Season 2,2017,Embarcadero between Harrison and Folsom St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1969,Chance Season 2,2017,Embarcadero at Lombard St.,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1970,Chance Season 2,2017,Union St at Leavenworth St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1971,Chance Season 2,2017,Lombard St between Leavenworth and Hyde St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1972,Chance Season 2,2017,Filbert St at Stockton St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1973,Chance Season 2,2017,20th St between Church and Dolores St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1974,Chance Season 2,2017,Scott St between Jackson and Clay St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1975,Chance Season 2,2017,Steiner St between Jackson and Clay St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1976,Chance Season 2,2017,Lombard St between Hyde and Larkin St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1977,Chance Season 2,2017,Columbus between Filbert and Lombard St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1978,Chance Season 2,2017,Embarcadero at Vallejo St.,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1979,Chance Season 2,2017,Embarcadero between Bay and Chestnut St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1980,Chance Season 2,2017,Heron @ Berwick (off 8th and Harrison St),,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1981,Chance Season 2,2017,Duboce between Buena Vista East and Alpine St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1982,Chance Season 2,2017,Haight between Central and Ashbury St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1983,Chance Season 2,2017,Mason between Sacramento and California St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1984,Chance Season 2,2017,Sacramento between Mason and Taylor St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1985,Chance Season 2,2017,California between Mason and Taylor St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1986,Chance Season 2,2017,Leavenworth at McAllister St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1987,Chance Season 2,2017,Embarcadero between Market to Fillmore St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1988,Chance Season 2,2017,Coit Tower,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1989,Chance Season 2,2017,Palace of Fine Arts (3301 Lyon Street),,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1990,Chance Season 2,2017,Presidio Heights Neighborhood,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee
1991,Cherish,2002,387 Fair Oaks at 25th Street,,3 Ring Circus Films,Fine Line Features,Finn Taylor,Finn Taylor,Brad Hunt,Robin Tunney,
1992,Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,
1993,Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,
1994,Chu Chu and the Philly Flash,1981,22nd and Carolina Streets (Potrero Hill),,Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,
1995,City of Angels,1998,San Francisco Public Library Main Branch (100 Larkin Street),,Atlas Entertainment,Warner Bros. Pictures,Brad Silberling,Dana Stevens,Nicolas Cage,Meg Ryan,
1996,Class Action,1991,"Mission Dolores (3321 16th Street, Mission District)","Mission Dolores' official name is Mission San Francisco de Assis. It is the oldest building in San Francisco, built in 1791, and has survived two major earthquakes.",Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,
1997,Class Action,1991,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,
1998,Class Action,1991,Bix Restaurant (56 Gold Street),,Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,
1999,Common Threads: Stories From the Quilt,1989,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",Home Box Office (HBO),Direct Cinema Limited,Rob Epstein,Jeffrey Friedman,Sara Lewinstein,David Mandell,
2000,Confessions of a Burning Man,2003,,,Hotbed Media,Windline Films,Paul Barnett,,Kevin Epps,Anna Getty,
2001,Copycat,1995,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
2002,Copycat,1995,Twin Peaks,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".",Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
2003,Copycat,1995,Sound Factory (1st and Harrison Streets),,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
2004,Copycat,1995,"Java House (Pier 40, Embarcadero)",,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
2005,Copycat,1995,Alta Plaza Park,The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
2006,Copycat,1995,82 & 67 Rico Way (Marina District),,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
2007,Crackers,1984,24th Street between Mission Street and Potrero Avenue,,Universal Pictures,Universal Pictures,Louis Malle,Jeffrey Fiskin,Donald Sutherland,Jack Warden,Sean Penn
2008,Crackers,1984,La Rondalla (Valencia and 20th Streets),,Universal Pictures,Universal Pictures,Louis Malle,Jeffrey Fiskin,Donald Sutherland,Jack Warden,Sean Penn
2009,CSI: NY- episode 903,2012,Palace of Fine Arts,,CBS Television Studios,Columbia Broadcasting System,Vikki Williams,Anthony E. Zuiker,Gary Sinise,Sela Ward,
2010,D.O.A,1950,Powell & California Streets,,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2011,D.O.A,1950,Southern Pacific Memorial Hospital (1400 Fell Street),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2012,D.O.A,1950,The Embarcadero/ Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2013,D.O.A,1950,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"".",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2014,D.O.A,1950,Westin St. Francis Hotel (335 Powell Street),"The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2015,D.O.A,1950,Chambord Apartments (1298 Sacramento Street at Jones),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2016,D.O.A,1950,Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle),The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2017,D.O.A,1950,Market & Steuart Streets (Financial District),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2018,D.O.A,1950,Market Street (from 6th- 4th Streets),,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler
2019,Dark Passage,1947,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett
2020,Dark Passage,1947,The Malloch Apartment Building (1360 Montgomery Street),,Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett
2021,Dark Passage,1947,"Filbert Steps, Filbert Street",,Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett
2022,Dawn of the Planet of the Apes,2014,University Club,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
2023,Dawn of the Planet of the Apes,2014,Filbert St. from Hyde to Leavenworth,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
2024,Dawn of the Planet of the Apes,2014,California St from Mason to Kearny,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
2025,Pushing Dead,2016,2930 3rd Street,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert
2026,Dawn of the Planet of the Apes,2014,City Hall,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
2027,Dawn of the Planet of the Apes,2014,Alioto Park,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
2028,Dawn of the Planet of the Apes,2014,California & Powell,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
2029,Dawn of the Planet of the Apes,2014,Columbus & Pacific Ave,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis
2030,Days of Wine and Roses,1962,,,Warner Bros. Pictures,Warner Bros. Pictures,Blake Edwards,JP Miller,Jack Lemmon,Lee Remick,Charles Bickford
2031,Desperate Measures,1998,,,Mandalay Entertainment,TriStar Pictures,Barbet Schroeder,David Klass,Michael Keaton,Andy Garcia,Raven-Symone
2032,Dim Sum: A Little Bit of Heart,1985,San Francisco International Airport,SFO has a museum dedicated to aviation history.,CIM,Orion Classics,Wayne Wang,Terrel Seltzer,Laureen Chew,Kim Chew,Victor Wong
2033,Dim Sum: A Little Bit of Heart,1985,"Li Po (916 Grant Avenue at Washington, Chinatown)",,CIM,Orion Classics,Wayne Wang,Terrel Seltzer,Laureen Chew,Kim Chew,Victor Wong
2034,Dim Sum: A Little Bit of Heart,1985,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",CIM,Orion Classics,Wayne Wang,Terrel Seltzer,Laureen Chew,Kim Chew,Victor Wong
2035,Dirty Harry,1971,"Marina Green, Marina District","Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2036,Dirty Harry,1971,"Washington Square, North Beach",,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2037,Dirty Harry,1971,The Embarcadero,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2038,Dirty Harry,1971,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2039,Dirty Harry,1971,San Francisco Drydock (20th and Illinois Streets),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2040,Dirty Harry,1971,Portsmouth Square (Chinatown),In 1847 the first public school in California was erected on what would become Portsmouth Square.,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2041,Dirty Harry,1971,"Mt. Davidson Cross, Mt. Davidson","The cross sits at the highest point in San Francisco (938 feet). This version of the cross was erected in 1934.Though in Dirty Harry the cross is lit at night, the City stopped this practice in 1990.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2042,Dirty Harry,1971,Mission Dolores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2043,Dirty Harry,1971,"Kezar Stadium, Golden Gate Park",The stadium was demolished and completely rebuilt after sustaining damages in the 1898 Loma Prieta earthquake.,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2044,Dirty Harry,1971,Holiday Inn Select Downtown Hotel (750 Kearney Street),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2045,Dirty Harry,1971,Hall of Justice (850 Bryant Street),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2046,Dirty Harry,1971,Forest Hill Station- MUNI,,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2047,Dirty Harry,1971,Dante Building (1606 Stockton Street at Union),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2048,Dirty Harry,1971,"California Hall (625 Polk Street, Van Ness/Civic Center)",,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2049,Dirty Harry,1971,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,
2050,Doctor Dolittle,1998,Webster Street,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,
2051,Doctor Dolittle,1998,Telegraph Hill Blvd (Telegraph Hill),,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,
2052,Doctor Dolittle,1998,Larkin & Hyde Streets,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,
2053,Doctor Dolittle,1998,Gabbiano's Restaurant (Ferry Building),"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,
2054,Doctor Dolittle,1998,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,
2055,Doctor Dolittle,1998,2107 Union Street,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,
2056,Doctor Dolittle,1998,2100 Green Street,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,
2057,Dopamine,2003,"South Park (Between 2nd and 3rd Streets, Brannan and Bryant Streets)",,Kontent Films,Sundance Channel Home Entertainment,Mark Decena,Mark Decena & Timothy Breitbach,John Livingston,Sabrina Lloyd,
2058,Dopamine,2003,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.",Kontent Films,Sundance Channel Home Entertainment,Mark Decena,Mark Decena & Timothy Breitbach,John Livingston,Sabrina Lloyd,
2059,Down Periscope,1996,,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,David S. Ward,Hugh Wilson,Kelsey Grammar,Lauren Holly,
2060,Dr. Dolittle 2,2001,"West Chrissy Field (Presidio, Golden Gate National Recreation Area)",This movie was the first to film in the revamped Chrissy Field Picnic Area.,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,
2061,Dr. Dolittle 2,2001,"Sacramento St., Between Pierce & Broderick Streets",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,
2062,Dr. Dolittle 2,2001,Hyde Street & Lombard Street,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,
2063,Dr. Dolittle 2,2001,"Building 924, Presidio (Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,
2064,Dr. Dolittle 2,2001,"Broadway, Between Franklin & Laguna Streets",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,
